板块	公司全称	英文名称	注册地址	A股代码	A股简称	A股上市日期	A股总股本	A股流通股本	B股代码	B股 简 称	B股上市日期	B股总股本	B股流通股本	地      区	省    份	城     市	所属行业	公司网址
中小板	鸿博股份有限公司	"HONGBO  CO.,LTD."	福建省福州市仓山区金山开发区金达路136号	002229	鸿博股份	2008-05-08	"498,344,263"	"498,254,608"				0	0	华东	福建	福州市	C 制造业	www.hb-print.com.cn
中小板	科大讯飞股份有限公司	"IFLYTEK CO.,LTD."	安徽省合肥市高新开发区望江西路666号	002230	科大讯飞	2008-05-12	"2,224,737,717"	"2,026,475,962"				0	0	华东	安徽	合肥市	I 信息技术	www.iflytek.com
中小板	奥维通信股份有限公司	"ALLWIN TELECOMMUNICATION CO., Ltd."	辽宁省沈阳市浑南新区高歌路6号	002231	奥维通信	2008-05-12	"356,800,000"	"356,800,000"				0	0	东北	辽宁	沈阳市	C 制造业	www.syallwin.com
中小板	启明信息技术股份有限公司	"QiMing Information Technology Co.,Ltd"	吉林省长春净月高新技术产业开发区百合街1009号	002232	启明信息	2008-05-09	"408,548,455"	"408,548,455"				0	0	东北	吉林	长春市	I 信息技术	www.qm.cn
中小板	广东塔牌集团股份有限公司	"Guangdong Tapai Group Co., Ltd."	广东省梅州市蕉岭县蕉城镇（塔牌大厦）	002233	塔牌集团	2008-05-16	"1,192,275,016"	"1,191,860,360"				0	0	华南	广东	梅州市	C 制造业	www.tapai.com
中小板	山东民和牧业股份有限公司	"SHANDONG MINHE ANIMAL HUSBANDRY CO., LTD."	山东省蓬莱市西郊	002234	民和股份	2008-05-16	"302,046,632"	"206,154,034"				0	0	华东	山东	烟台市	A 农林牧渔	www.minhe.cn
中小板	厦门安妮股份有限公司	Xiamen Anne Corporation Limited	福建省厦门市集美区杏林锦园南路99号	002235	安妮股份	2008-05-16	"579,572,284"	"544,019,176"				0	0	华东	福建	厦门市	I 信息技术	www.anne.com.cn
中小板	浙江大华技术股份有限公司	"Zhejiang Dahua Technology Co.,Ltd."	浙江省杭州市滨江区滨安路1187号	002236	大华股份	2008-05-20	"2,995,579,590"	"1,858,281,874"				0	0	华东	浙江	杭州市	C 制造业	www.dahuatech.com
中小板	山东恒邦冶炼股份有限公司	"Shandong Humon Smelting Co., Ltd."	山东省烟台市牟平区水道镇	002237	恒邦股份	2008-05-20	"1,148,014,400"	"910,395,650"				0	0	华东	山东	烟台市	C 制造业	www.hbyl.cn
中小板	深圳市天威视讯股份有限公司	"SHENZHEN TOPWAY VIDEO COMMUNICATION CO., LTD."	广东省深圳市福田区彩田路6001号	002238	天威视讯	2008-05-26	"802,559,160"	"802,559,160"				0	0	华南	广东	深圳市	I 信息技术	www.topway.com.cn
中小板	奥特佳新能源科技股份有限公司	"Aotecar New Energy Technology Co.,Ltd."	江苏省南通高新技术产业开发区文昌路666号	002239	奥特佳	2008-05-22	"3,131,359,417"	"3,131,321,692"				0	0	华东	江苏	南通市	C 制造业	www.aotecar.com
中小板	深圳盛新锂能集团股份有限公司	"Shenzhen Chengxin Lithium Group Co., Ltd."	广东省深圳市福田区华强北街道华航社区华富路1018号中航中心3203、3204、3205、3206、3207	002240	盛新锂能	2008-05-23	"749,709,058"	"696,377,917"				0	0	华南	广东	深圳市	C 制造业	www.cxlithium.com
中小板	歌尔股份有限公司	Goertek Inc.	山东省潍坊高新技术产业开发区东方路268号	002241	歌尔股份	2008-05-22	"3,275,402,371"	"2,788,834,546"				0	0	华东	山东	潍坊市	C 制造业	www.goertek.com
中小板	九阳股份有限公司	Joyoung Company Limited	山东省济南市槐荫区美里路999号	002242	九阳股份	2008-05-28	"767,169,000"	"764,235,520"				0	0	华东	山东	济南市	C 制造业	www.joyoung.com.cn
中小板	深圳市通产丽星股份有限公司	"Shenzhen Beautystar Co., Ltd"	广东省深圳市龙岗区龙岗大道(坪地段)1001号	002243	通产丽星	2008-05-28	"1,210,604,219"	"497,145,404"				0	0	华南	广东	深圳市	C 制造业	www.beautystar.cn
中小板	杭州滨江房产集团股份有限公司	"Hangzhou Binjiang Real Estate Group Co.,Ltd."	浙江省杭州市庆春东路38号	002244	滨江集团	2008-05-29	"3,111,443,890"	"2,692,389,340"				0	0	华东	浙江	杭州市	K 房地产	www.binjiang.com.cn
中小板	江苏蔚蓝锂芯股份有限公司	Jiangsu Azure Corporation	江苏省张家港市杨舍镇新泾中路10号	002245	蔚蓝锂芯	2008-06-05	"998,391,361"	"930,910,006"				0	0	华东	江苏	苏州市	G 运输仓储	www.aucksun.com
中小板	北方化学工业股份有限公司	"North Chemical Industries Co., Ltd."	四川省泸州市高坝	002246	北化股份	2008-06-05	"549,034,794"	"549,034,794"				0	0	西南	四川	泸州市	C 制造业	www.sn-nc.com
中小板	浙江聚力文化发展股份有限公司	"Zhejiang Juli Culture Development Co.,Ltd."	浙江省临安市玲珑街道玲珑工业区环南路1958号	002247	*ST聚力	2008-06-12	"850,870,049"	"591,110,828"				0	0	华东	浙江	杭州市	I 信息技术	www.dilong.cc
中小板	威海华东数控股份有限公司	"WEIHAI HUADONG AUTOMATION CO.,LTD"	山东省威海经济技术开发区环山路698号	002248	华东数控	2008-06-12	"307,495,600"	"296,620,328"				0	0	华东	山东	威海市	C 制造业	www.huadongcnc.com
中小板	中山大洋电机股份有限公司	"ZHONGSHAN BROAD-OCEAN MOTOR CO.,LTD"	广东省中山市翠亨新区和丽路22号和中山市西区沙朗第三工业区金昌路15号	002249	大洋电机	2008-06-19	"2,365,530,164"	"1,683,905,060"				0	0	华南	广东	中山市	C 制造业	www.broad-ocean.com
中小板	联化科技股份有限公司	"LIANHE CHEMICAL TECHNOLOGY CO.,LTD."	浙江省台州市黄岩经济开发区永椒路8号	002250	联化科技	2008-06-19	"923,246,256"	"918,213,520"				0	0	华东	浙江	台州市	C 制造业	www.lianhetech.com
中小板	步步高商业连锁股份有限公司	"Better Life Commercial Chain Share Co.,Ltd."	湖南省湘潭市韶山西路309号步步高大厦	002251	步 步 高	2008-06-19	"863,903,951"	"863,903,951"				0	0	华中	湖南	湘潭市	F 批发零售	www.bbg.com.cn
中小板	上海莱士血液制品股份有限公司	"Shanghai RAAS Blood Products Co.,Ltd."	上海市奉贤区望园路2009号	002252	上海莱士	2008-06-23	"6,740,787,907"	"4,972,279,699"				0	0	华东	上海	上海市	C 制造业	www.raas-corp.com
中小板	四川川大智胜软件股份有限公司	"Wisesoft Co.,Ltd."	四川省成都市武科东一路七号	002253	川大智胜	2008-06-23	"225,626,095"	"207,372,219"				0	0	西南	四川	成都市	I 信息技术	www.wisesoft.com.cn
中小板	烟台泰和新材料股份有限公司	"YANTAI TAYHO ADVANCED MATERIALS CO.,LTD."	山东省烟台经济技术开发区黑龙江路10号	002254	泰和新材	2008-06-25	"684,394,502"	"393,958,194"				0	0	华东	山东	烟台市	C 制造业	www.tayho.com.cn
中小板	苏州海陆重工股份有限公司	"Suzhou Hailu Heavy Industry Co., Ltd"	江苏省张家港市东南大道1号（张家港经济技术开发区）	002255	*ST海陆	2008-06-25	"842,271,055"	"644,231,583"				0	0	华东	江苏	苏州市	C 制造业	www.hailu-boiler.cn
中小板	深圳市兆新能源股份有限公司	"Shenzhen Sunrise New Energy Co., Ltd."	广东省深圳市罗湖区笋岗街道笋西社区梨园路8号HALO广场一期五层	002256	*ST兆新	2008-06-25	"1,882,411,872"	"1,391,191,397"				0	0	华南	广东	深圳市	D 水电煤气	www.szsunrisene.com
中小板	利尔化学股份有限公司	"Lier Chemical Co.,LTD"	四川省绵阳经济技术开发区	002258	利尔化学	2008-07-08	"524,380,695"	"521,941,255"				0	0	西南	四川	绵阳市	C 制造业	www.lierchem.com
中小板	四川升达林业产业股份有限公司	"SICHUAN SHENGDA FORESTRY INDUSTRY CO., LTD"	四川省成都市锦江区东华正街42号	002259	*ST升达	2008-07-16	"752,328,267"	"752,328,267"				0	0	西南	四川	成都市	D 水电煤气	www.shengdawood.com
中小板	德奥通用航空股份有限公司	"DEA General Aviation Holding Co., Ltd."	广东省佛山市南海区松岗松夏工业园工业大道西	002260	*ST德奥	2008-07-16	"556,920,000"	"556,920,000"				0	0	华南	广东	佛山市	C 制造业	www.elecpro.com
中小板	拓维信息系统股份有限公司	"TALKWEB INFORMATION SYSTEM CO.,LTD."	湖南省长沙市岳麓区桐梓坡西路298号	002261	拓维信息	2008-07-23	"1,100,766,874"	"943,769,595"				0	0	华中	湖南	长沙市	I 信息技术	www.talkweb.com.cn
中小板	江苏恩华药业股份有限公司	Jiangsu Nhwa Pharmaceutical Co.，LTD	江苏省徐州经济开发区杨山路18号	002262	恩华药业	2008-07-23	"1,007,662,892"	"878,416,725"				0	0	华东	江苏	徐州市	C 制造业	www.nhwa-group.com
中小板	浙江大东南股份有限公司	Zhejiang Great Southeast Company Limited	浙江省诸暨市城西工业区	002263	大东南	2008-07-28	"1,878,360,100"	"1,878,342,100"				0	0	华东	浙江	绍兴市	C 制造业	www.chinaddn.com
中小板	新华都购物广场股份有限公司	"NEW HUA DU SUPERCENTER CO.,Ltd."	福建省厦门市思明区香莲里28号莲花广场商业中心二层237-263单元	002264	新 华 都	2008-07-31	"684,563,880"	"671,054,580"				0	0	华东	福建	厦门市	F 批发零售	www.nhd-mart.com
中小板	云南西仪工业股份有限公司	"YUNNAN XIYI INDUSTRY CO., LTD."	云南省昆明市西山区海口镇山冲	002265	西仪股份	2008-08-06	"318,566,172"	"305,230,873"				0	0	西南	云南	昆明市	C 制造业	www.ynxygy.com
中小板	浙富控股集团股份有限公司	"ZHEFU HOLDING GROUP CO.,LTD."	浙江省桐庐县县城迎春南路177号浙富大厦25F	002266	浙富控股	2008-08-06	"5,369,795,962"	"1,637,548,918"				0	0	华东	浙江	杭州市	N 公共环保	www.zhefu.cn
中小板	陕西省天然气股份有限公司	"ShaanXi Provincial Natural Gas Co.,Ltd."	陕西省西安市经济技术开发区A1区	002267	陕天然气	2008-08-13	"1,112,075,445"	"1,112,075,445"				0	0	西北	陕西	西安市	D 水电煤气	www.shaanxigas.com
中小板	成都卫士通信息产业股份有限公司	Westone Information Industry Inc.	四川省成都高新技术产业开发区云华路333号	002268	卫 士 通	2008-08-11	"838,336,028"	"837,126,974"				0	0	西南	四川	成都市	I 信息技术	www.westone.com.cn
中小板	上海美特斯邦威服饰股份有限公司	"Shanghai Metersbonwe Fashion & Accessories Co., Ltd"	中国（上海）自由贸易试验区康桥东路800号	002269	美邦服饰	2008-08-28	"2,512,500,000"	"2,343,750,000"				0	0	华东	上海	上海市	C 制造业	www.metersbonwe.com
中小板	华明电力装备股份有限公司	"HUAMING POWER EQUIPMENT CO., LTD."	山东省济南市天辰大街389号	002270	华明装备	2008-09-05	"759,239,130"	"759,224,768"				0	0	华东	山东	济南市	C 制造业	www.huaming.com
中小板	北京东方雨虹防水技术股份有限公司	"Beijing Oriental Yuhong Waterproof Technology Co.,Ltd."	北京市顺义区顺平路沙岭段甲2号	002271	东方雨虹	2008-09-10	"2,349,164,487"	"1,681,708,472"				0	0	华北	北京	北京市	C 制造业	www.yuhong.com.cn
中小板	四川川润股份有限公司	"SICHUAN  CRUN  CO., LTD"	四川省自贡市高新工业园区荣川路1号	002272	川润股份	2008-09-19	"429,998,000"	"327,355,288"				0	0	西南	四川	自贡市	C 制造业	www.chuanrun.com
中小板	浙江水晶光电科技股份有限公司	"Zhejiang  Crystal-Optech Co.,Ltd."	浙江省台州市椒江区星星电子产业园区A5号	002273	水晶光电	2008-09-19	"1,217,688,332"	"1,180,097,405"				0	0	华东	浙江	台州市	C 制造业	www.crystal-optech.com
中小板	江苏华昌化工股份有限公司	JIANSU HUACHANG CHEMICAL CO.，LTD	江苏省张家港市金港镇保税区扬子江国际化学工业园南海路1号	002274	华昌化工	2008-09-25	"952,364,646"	"937,999,130"				0	0	华东	江苏	苏州市	C 制造业	www.huachangchem.cn
中小板	桂林三金药业股份有限公司	"Guilin Sanjin Pharmaceutical Co.,Ltd"	广西壮族自治区桂林市临桂区人民南路9号	002275	桂林三金	2009-07-10	"590,200,000"	"538,454,600"				0	0	华南	广西	桂林市	C 制造业	www.sanjin.com.cn
中小板	浙江万马股份有限公司	"Zhejiang Wanma Co., Ltd."	浙江省杭州市临安区青山湖街道鹤亭街896号	002276	万马股份	2009-07-10	"1,035,489,098"	"1,035,229,098"				0	0	华东	浙江	杭州市	C 制造业	www.wanma-cable.cn
中小板	湖南友谊阿波罗商业股份有限公司	"Hunan Friendship&Apollo Commercial Co.,Ltd."	湖南省长沙市芙蓉区八一路1号	002277	友阿股份	2009-07-17	"1,394,172,800"	"1,394,172,800"				0	0	华中	湖南	长沙市	F 批发零售	www.your-mart.cn
中小板	上海神开石油化工装备股份有限公司	Shanghai SK Petroleum & Chemical Equipment Corporation Ltd	上海市闵行区浦星公路1769号	002278	神开股份	2009-08-11	"363,909,648"	"337,115,131"				0	0	华东	上海	上海市	C 制造业	www.shenkai.com
中小板	北京久其软件股份有限公司	"Beijing Join-Cheer Software Co.,Ltd."	北京市海淀区文慧园甲12号楼1层	002279	久其软件	2009-08-11	"711,255,563"	"639,395,931"				0	0	华北	北京	北京市	I 信息技术	www.jiuqi.com.cn
中小板	杭州联络互动信息科技股份有限公司	"Hangzhou Lianluo Interactive Information Technology Co.,Ltd"	浙江省杭州市滨江区物联网街451号芯图大厦18层	002280	*ST联络	2009-08-21	"2,177,149,675"	"1,761,399,731"				0	0	华东	浙江	杭州市	I 信息技术	www.lianluo.com
中小板	武汉光迅科技股份有限公司	"Accelink Technologies Co., Ltd."	湖北省武汉市洪山区邮科院路88号	002281	光迅科技	2009-08-21	"697,851,918"	"656,527,923"				0	0	华中	湖北	武汉市	C 制造业	www.accelink.com
中小板	博深股份有限公司	"BOSUN Co.,Ltd."	河北省石家庄市高新区长江大道289号	002282	博深股份	2009-08-21	"490,825,151"	"312,401,789"				0	0	华北	河北	石家庄市	C 制造业	www.bosuntools.com
中小板	天润工业技术股份有限公司	"Tianrun Industry Technology Co., Ltd."	山东省威海市文登区天润路2-13号	002283	天润工业	2009-08-21	"1,134,650,378"	"990,954,026"				0	0	华东	山东	威海市	C 制造业	www.tianrun.com
中小板	浙江亚太机电股份有限公司	"ZHEJIANG ASIA-PACIFIC MECHANICAL & ELECTRONIC CO.,LTD"	浙江省杭州市萧山区蜀山街道亚太路1399号	002284	亚太股份	2009-08-28	"737,630,495"	"686,046,137"				0	0	华东	浙江	杭州市	C 制造业	www.apg.cn
中小板	深圳世联行集团股份有限公司	SHENZHEN WORLDUNION GROUP INCORPORATED	广东省深圳市罗湖区深南东路2028号罗湖商务中心12楼	002285	世联行	2009-08-28	"2,033,579,072"	"2,013,736,396"				0	0	华南	广东	深圳市	K 房地产	www.worldunion.com.cn
中小板	保龄宝生物股份有限公司	"BAOLINGBAO BIOLOGY CO.,LTD."	山东省德州（禹城）国家高新技术产业开发区东外环路1号	002286	保龄宝	2009-08-28	"369,256,000"	"369,253,488"				0	0	华东	山东	德州市	C 制造业	www.blb-cn.com
中小板	西藏奇正藏药股份有限公司	"Tibet Cheezheng Tibetan Medicine Co.,Ltd"	西藏自治区林芝市巴宜区德吉路2号	002287	奇正藏药	2009-08-28	"530,344,912"	"527,927,010"				0	0	西南	西藏	林芝市	C 制造业	www.cheezheng.com.cn
中小板	广东超华科技股份有限公司	"GUANGDONG CHAOHUA TECHNOLOGY CO.,LTD."	广东省梅州市梅县区宪梓南路19号	002288	超华科技	2009-09-03	"931,643,744"	"929,296,862"				0	0	华南	广东	梅州市	C 制造业	www.chaohuatech.com
中小板	深圳市宇顺电子股份有限公司	"Shenzhen Success Electronics Co., Ltd"	广东省深圳市南山区粤海街道深圳市软件产业基地1栋A座13层1302	002289	ST宇顺	2009-09-03	"280,253,733"	"259,547,733"				0	0	华南	广东	深圳市	C 制造业	www.szsuccess.com.cn
中小板	苏州禾盛新型材料股份有限公司	"SUZHOU HESHENG SPECIAL MATERIAL CO.,LTD"	江苏省苏州工业园区旺墩路135号融盛商务中心1幢2408室	002290	ST禾盛	2009-09-03	"242,712,330"	"216,474,046"				0	0	华东	江苏	苏州市	C 制造业	www.szhssm.com.cn
中小板	星期六股份有限公司	"SATURDAY CO.,LTD"	广东省佛山市南海区桂城街道庆安路2号	002291	星期六	2009-09-03	"738,487,091"	"534,711,303"				0	0	华南	广东	佛山市	C 制造业	www.st-sat.com
中小板	奥飞娱乐股份有限公司	Alpha Group	广东省汕头市澄海区文冠路中段奥迪工业园	002292	奥飞娱乐	2009-09-10	"1,357,159,525"	"814,137,824"				0	0	华南	广东	汕头市	C 制造业	www.gdalpha.com
中小板	罗莱生活科技股份有限公司	"LUOLAI LIFESTYLE TECHNOLOGY CO.,LTD."	江苏省南通市经济技术开发区星湖大道1699号	002293	罗莱生活	2009-09-10	"828,127,881"	"777,862,808"				0	0	华东	江苏	南通市	C 制造业	www.luolai.com.cn
中小板	深圳信立泰药业股份有限公司	"Shenzhen Salubris Pharmaceuticals Co., Ltd."	广东省深圳市福田区深南大道6009号车公庙绿景广场主楼37层	002294	信立泰	2009-09-10	"1,046,016,000"	"1,045,789,872"				0	0	华南	广东	深圳市	C 制造业	www.salubris.cn
中小板	广东精艺金属股份有限公司	"Guangdong Jingyi Metal Co.,Ltd."	广东省佛山市顺德区北滘镇西海工业区	002295	精艺股份	2009-09-29	"250,616,000"	"250,180,250"				0	0	华南	广东	佛山市	C 制造业	www.jingyimetal.com
中小板	河南辉煌科技股份有限公司	"HeNan Splendor Science&Technology Co.,Ltd."	河南省郑州高新技术产业开发区科学大道188号	002296	辉煌科技	2009-09-29	"389,656,420"	"333,029,161"				0	0	华中	河南	郑州市	C 制造业	www.hhkj.cn
中小板	湖南博云新材料股份有限公司	"HUNAN BOYUN NEW MATERIALS Co.,Ltd."	湖南省长沙市河西国家级高新技术产业开发区麓谷麓松路500号	002297	博云新材	2009-09-29	"471,315,045"	"471,315,045"				0	0	华中	湖南	长沙市	C 制造业	www.hnboyun.com.cn
中小板	安徽中电兴发与鑫龙科技股份有限公司	"ANHUI SINONET & XINLONG SCIENCE & TECHNOLOGY CO., LTD."	安徽省芜湖市经济技术开发区电器部件工业园(九华北路118号)	002298	中电兴发	2009-09-29	"691,505,915"	"549,717,168"				0	0	华东	安徽	芜湖市	I 信息技术	www.ah-zdxl.com
中小板	福建圣农发展股份有限公司	"Fujian Sunner Development Co., Ltd."	福建省光泽县十里铺圣农总部办公大楼	002299	圣农发展	2009-10-21	"1,244,125,231"	"1,107,737,032"				0	0	华东	福建	南平市	A 农林牧渔	www.sunnercn.com
中小板	福建南平太阳电缆股份有限公司	"Fujian Nanping Sun Cable CO.,LTD."	福建省南平市工业路102号	002300	太阳电缆	2009-10-21	"656,667,000"	"656,616,552"				0	0	华东	福建	南平市	C 制造业	www.npcable.com
中小板	深圳齐心集团股份有限公司	"SHENZHEN COMIX GROUP CO., LTD."	广东省深圳市福田区福虹路世贸广场A幢17楼05-06号	002301	齐心集团	2009-10-21	"734,020,099"	"732,735,712"				0	0	华南	广东	深圳市	C 制造业	www.comix.com.cn、www.qx.com
中小板	中建西部建设股份有限公司	"China West Construction Group Co.,Ltd."	新疆维吾尔自治区乌鲁木齐市经济技术开发区泰山路268号	002302	西部建设	2009-11-03	"1,262,354,304"	"1,262,354,304"				0	0	西北	新疆	乌鲁木齐市	C 制造业	cwcg.cscec.com
中小板	美盈森集团股份有限公司	"MYS GROUP CO., LTD."	广东省深圳市光明新区光明新陂头村美盈森厂区A栋	002303	美盈森	2009-11-03	"1,531,323,685"	"919,908,898"				0	0	华南	广东	深圳市	C 制造业	www.szmys.com
中小板	江苏洋河酒厂股份有限公司	"Jiangsu Yanghe Brewery Joint-Stock Co.,Ltd."	江苏省宿迁市洋河镇中大街118号	002304	洋河股份	2009-11-06	"1,506,988,000"	"1,247,518,277"				0	0	华东	江苏	宿迁市	C 制造业	www.chinayanghe.com
中小板	南国置业股份有限公司	"LANGOLD REAL ESTATE CO.,LTD."	湖北省武汉市武昌区南湖中央花园会所	002305	南国置业	2009-11-06	"1,734,215,770"	"1,732,759,738"				0	0	华中	湖北	武汉市	K 房地产	www.langold.com.cn
中小板	中科云网科技集团股份有限公司	"Cloud Live Technology Group Co.,Ltd."	北京市海淀区莲花池东路53号6层619	002306	ST云网	2009-11-11	"840,000,000"	"792,984,887"				0	0	华北	北京	北京市	H 住宿餐饮	www.cltg.com.cn
中小板	新疆北新路桥集团股份有限公司	"Xinjiang Beixin Road & Bridge Group Co., Ltd."	新疆维吾尔自治区乌鲁木齐市高新区高新街217号盈科广场A座16-17层	002307	北新路桥	2009-11-11	"1,054,658,053"	"891,723,456"				0	0	西北	新疆	乌鲁木齐市	E 建筑业	www.xjbxlq.com
中小板	威创集团股份有限公司	"Vtron Group Co.,Ltd."	广东省广州高新技术产业开发区科珠路233号	002308	威创股份	2009-11-27	"906,214,651"	"906,057,251"				0	0	华南	广东	广州市	C 制造业	www.vtron.com
中小板	江苏中利集团股份有限公司	"Jiangsu Zhongli Group Co.,Ltd."	江苏省常熟东南经济开发区	002309	中利集团	2009-11-27	"871,787,068"	"698,276,564"				0	0	华东	江苏	苏州市	C 制造业	www.zhongli.com
中小板	北京东方园林环境股份有限公司	"Beijing Orient Landscape & Environment Co.,Ltd."	北京市朝阳区酒仙桥北路甲10号院104号楼6层601号	002310	东方园林	2009-11-27	"2,685,462,004"	"2,521,156,045"				0	0	华北	北京	北京市	N 公共环保	www.orientscape.com
中小板	广东海大集团股份有限公司	"Guangdong Haid Group Co.,Limited"	广东省广州市番禺区南村镇万博四路42号2座701	002311	海大集团	2009-11-27	"1,661,210,751"	"1,646,500,574"				0	0	华南	广东	广州市	C 制造业	www.haid.com.cn
中小板	成都三泰控股集团股份有限公司	"Chengdu Santai Holding Group Co., Ltd."	四川省成都市金牛区高科技产业园区蜀西路42号	002312	三泰控股	2009-12-03	"1,378,091,733"	"1,324,330,761"				0	0	西南	四川	成都市	C 制造业	www.isantai.com
中小板	日海智能科技股份有限公司	"Sunsea AIoT Technology Co., Ltd."	广东省深圳市南山区大新路198号马家龙创新大厦17层1701	002313	日海智能	2009-12-03	"374,400,000"	"373,882,218"				0	0	华南	广东	深圳市	C 制造业	www.sunseagroup.com
中小板	深圳市新南山控股（集团）股份有限公司	"Shenzhen New Nanshan Holding (Group) Co.,Ltd"	广东省深圳市南山区招商街道赤湾社区赤湾六路8号南山开发集团赤湾总部大厦2501	002314	南山控股	2009-12-03	"2,707,782,513"	"1,137,670,152"				0	0	华南	广东	深圳市	K 房地产	www.xnskg.cn
中小板	焦点科技股份有限公司	"Focus Technology Co.,Ltd."	江苏省南京市高新开发区星火路软件大厦A座12F	002315	焦点科技	2009-12-09	"305,500,000"	"180,258,939"				0	0	华东	江苏	南京市	I 信息技术	www.focuschina.com
中小板	深圳亚联发展科技股份有限公司	"Shenzhen Asia Link Technology Development Co.,Ltd."	广东省深圳市南山区粤海街道高新区社区科技南一路28号达实大厦1902	002316	亚联发展	2009-12-09	"393,120,000"	"293,413,643"				0	0	华南	广东	深圳市	I 信息技术	www.asialink.com
中小板	广东众生药业股份有限公司	"Guangdong Zhongsheng Pharmaceutical Co.,Ltd."	广东省东莞市石龙镇西湖工业区信息产业园	002317	众生药业	2009-12-11	"814,461,076"	"712,995,405"				0	0	华南	广东	东莞市	C 制造业	www.zspcl.com
中小板	浙江久立特材科技股份有限公司	"Zhejiang JIULI Hi-tech Metals Co.,Ltd."	浙江省湖州市双林镇镇西	002318	久立特材	2009-12-11	"959,309,757"	"935,642,777"				0	0	华东	浙江	湖州市	C 制造业	www.jiuli.com
中小板	珠海市乐通化工股份有限公司	"LETONG CHEMICAL CO.,LTD."	广东省珠海市金鼎官塘乐通工业园	002319	*ST乐通	2009-12-11	"200,000,000"	"200,000,000"				0	0	华南	广东	珠海市	C 制造业	www.letongink.com
中小板	海南海峡航运股份有限公司	"HAINAN STRAIT SHIPPING CO.,LTD."	海南省海口市滨海大道157号港航大厦14楼	002320	海峡股份	2009-12-16	"1,485,955,458"	"1,485,916,792"				0	0	华南	海南	海口市	G 运输仓储	www.hnss.net.cn
中小板	河南华英农业发展股份有限公司	"Henan Huaying Agricultural Development Co., Ltd."	河南省潢川县产业集聚区工业大道1号	002321	华英农业	2009-12-16	"534,291,100"	"531,062,039"				0	0	华中	河南	信阳市	A 农林牧渔	www.hua-ying.com
中小板	宁波理工环境能源科技股份有限公司	"Ningbo Ligong Environment And Energy Technology Co.,Ltd"	浙江省宁波市保税区曹娥江路22号	002322	理工环科	2009-12-18	"396,662,205"	"374,358,914"				0	0	华东	浙江	宁波市	I 信息技术	www.lgom.com.cn
中小板	山东雅博科技股份有限公司	"Shandong Yabo Technology CO., LTD."	山东省枣庄市市中区东海路17号	002323	*ST雅博	2009-12-18	"745,729,656"	"322,399,800"				0	0	华东	山东	枣庄市	E 建筑业	www.yabaite.com
中小板	上海普利特复合材料股份有限公司	"SHANGHAI PRET COMPOSITES CO.,LTD."	上海市青浦区赵巷镇沪青平公路2855弄1号12楼	002324	普利特	2009-12-18	"845,051,931"	"493,789,207"				0	0	华东	上海	上海市	C 制造业	www.pret.com.cn
中小板	深圳洪涛集团股份有限公司	"SHENZHEN HONGTAO GROUP CO.,LTD."	广东省深圳市罗湖区泥岗西洪涛路17号	002325	洪涛股份	2009-12-22	"1,249,906,747"	"943,783,683"				0	0	华南	广东	深圳市	E 建筑业	www.szhongtao.cn
中小板	浙江永太科技股份有限公司	"Zhejiang Yongtai Technology Co.,Ltd."	浙江省化学原料药基地临海园区东海第五大道1号	002326	永太科技	2009-12-22	"876,566,295"	"670,080,538"				0	0	华东	浙江	台州市	C 制造业	www.yongtaitech.com
中小板	深圳市富安娜家居用品股份有限公司	"Shenzhen Fuanna Bedding and Furnishing Co.,Ltd."	广东省深圳市南山区创业南油大道西路自行车加工厂1栋	002327	富安娜	2009-12-30	"852,580,730"	"510,061,188"				0	0	华南	广东	深圳市	C 制造业	www.fuanna.com.cn
中小板	上海新朋实业股份有限公司	"SHANGHAI XINPENG INDUSTRY CO.,LTD."	上海市青浦区华新镇华隆路1698号	002328	新朋股份	2009-12-30	"770,020,000"	"551,341,896"				0	0	华东	上海	上海市	C 制造业	www.xinpeng.com
中小板	皇氏集团股份有限公司	"Royal Group Co.,Ltd."	广西壮族自治区南宁市高新区丰达路65号	002329	皇氏集团	2010-01-06	"837,640,035"	"533,125,328"				0	0	华南	广西	南宁市	C 制造业	www.gxhsry.com
中小板	山东得利斯食品股份有限公司	"SHANDONG DELISI  FOOD CO.,LTD."	山东省诸城市昌城镇驻地	002330	得利斯	2010-01-06	"502,000,000"	"501,868,900"				0	0	华东	山东	潍坊市	C 制造业	www.delisi.com.cn
中小板	安徽皖通科技股份有限公司	"Anhui Wantong Technology Co.,Ltd."	安徽省合肥市高新区皖水路589号	002331	皖通科技	2010-01-06	"412,072,469"	"383,026,261"				0	0	华东	安徽	合肥市	I 信息技术	www.wantong-tech.net
中小板	浙江仙琚制药股份有限公司	"ZHEJIANG XIANJU PHARMACEUTICAL CO., LTD."	浙江省台州市仙居县仙药路1号	002332	仙琚制药	2010-01-12	"989,204,866"	"905,193,291"				0	0	华东	浙江	台州市	C 制造业	www.xjpharma.com
中小板	苏州罗普斯金铝业股份有限公司	"Suzhou Lopsking Aluminum CO., Ltd."	江苏省苏州市相城区黄埭镇潘阳工业园太东路2777号	002333	ST罗普	2010-01-12	"502,603,600"	"484,969,720"				0	0	华东	江苏	苏州市	C 制造业	www.lpsk.com.cn
中小板	深圳市英威腾电气股份有限公司	"SHENZHEN INVT ELECTRIC CO., LTD."	广东省深圳市南山区桃源街道长源社区学苑大道南山智园A7栋501	002334	英威腾	2010-01-13	"753,465,210"	"632,923,739"				0	0	华南	广东	深圳市	C 制造业	www.invt.com.cn
